route_id,source,destination,date,temp,tempmin,tempmax,humidity,windspeed,precip,conditions,traffic_distance_m,traffic_duration_min,no_traffic_duration_min
3,Hyderabad,Uppal,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,11412,25.35,
3,Hyderabad,Uppal,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,11412,25.35,
3,Hyderabad,Uppal,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,11412,25.35,
3,Hyderabad,Uppal,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,11412,25.35,
3,Hyderabad,Uppal,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,11412,25.35,
3,Hyderabad,Uppal,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,11412,25.35,
3,Hyderabad,Uppal,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,11412,25.35,
3,Hyderabad,Uppal,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,11412,25.35,
3,Hyderabad,Uppal,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,11412,25.35,
3,Hyderabad,Uppal,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,11412,25.35,
1,Hyderabad,Kompally,2025-11-12,22.4,18.0,28.9,53.8,20.5,0.0,Clear,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,21316,46.516666666666666,
1,Hyderabad,Kompally,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-12,22.4,18.0,28.9,53.8,20.5,0.0,Clear,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,21316,46.516666666666666,
2,Hyderabad,Kompally,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,21316,46.516666666666666,
3,Hyderabad,Kompally,2025-11-12,22.4,18.0,28.9,53.8,20.5,0.0,Clear,21814,47.5,
3,Hyderabad,Kompally,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,21814,47.5,
3,Hyderabad,Kompally,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,21814,47.5,
3,Hyderabad,Kompally,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,21814,47.5,
3,Hyderabad,Kompally,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,21814,47.5,
3,Hyderabad,Kompally,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,21814,47.5,
3,Hyderabad,Kompally,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,21814,47.5,
3,Hyderabad,Kompally,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,21814,47.5,
3,Hyderabad,Kompally,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,21814,47.5,
3,Hyderabad,Kompally,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,21814,47.5,
1,Hyderabad,Shamshabad,2025-11-12,22.0,17.6,28.0,55.0,20.5,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-13,19.9,15.7,25.9,57.1,12.2,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-14,19.2,14.5,25.5,57.6,11.9,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-15,19.1,14.5,25.1,61.0,11.5,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-16,18.9,14.6,24.9,62.4,14.8,0.0,Partially cloudy,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-17,18.9,14.2,25.3,59.7,14.8,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-18,19.1,14.9,25.1,61.1,12.6,0.0,Partially cloudy,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-19,20.0,15.6,26.3,57.3,10.4,0.0,Partially cloudy,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-20,20.5,16.2,27.1,54.8,13.3,0.0,Clear,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-21,19.8,15.1,26.3,55.1,11.2,0.0,Partially cloudy,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-22,19.9,15.9,26.1,59.5,14.4,0.0,Partially cloudy,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-23,18.8,16.9,22.8,64.6,14.0,0.0,Overcast,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-24,20.0,16.2,25.8,58.0,17.6,0.0,Overcast,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-25,20.6,16.8,26.0,60.2,17.6,0.0,Overcast,20673,40.96666666666667,
1,Hyderabad,Shamshabad,2025-11-26,20.8,17.0,26.4,52.5,22.3,0.0,Overcast,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-12,22.0,17.6,28.0,55.0,20.5,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-13,19.9,15.7,25.9,57.1,12.2,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-14,19.2,14.5,25.5,57.6,11.9,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-15,19.1,14.5,25.1,61.0,11.5,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-16,18.9,14.6,24.9,62.4,14.8,0.0,Partially cloudy,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-17,18.9,14.2,25.3,59.7,14.8,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-18,19.1,14.9,25.1,61.1,12.6,0.0,Partially cloudy,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-19,20.0,15.6,26.3,57.3,10.4,0.0,Partially cloudy,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-20,20.5,16.2,27.1,54.8,13.3,0.0,Clear,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-21,19.8,15.1,26.3,55.1,11.2,0.0,Partially cloudy,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-22,19.9,15.9,26.1,59.5,14.4,0.0,Partially cloudy,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-23,18.8,16.9,22.8,64.6,14.0,0.0,Overcast,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-24,20.0,16.2,25.8,58.0,17.6,0.0,Overcast,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-25,20.6,16.8,26.0,60.2,17.6,0.0,Overcast,20673,40.96666666666667,
2,Hyderabad,Shamshabad,2025-11-26,20.8,17.0,26.4,52.5,22.3,0.0,Overcast,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-12,22.0,17.6,28.0,55.0,20.5,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-13,19.9,15.7,25.9,57.1,12.2,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-14,19.2,14.5,25.5,57.6,11.9,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-15,19.1,14.5,25.1,61.0,11.5,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-16,18.9,14.6,24.9,62.4,14.8,0.0,Partially cloudy,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-17,18.9,14.2,25.3,59.7,14.8,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-18,19.1,14.9,25.1,61.1,12.6,0.0,Partially cloudy,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-19,20.0,15.6,26.3,57.3,10.4,0.0,Partially cloudy,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-20,20.5,16.2,27.1,54.8,13.3,0.0,Clear,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-21,19.8,15.1,26.3,55.1,11.2,0.0,Partially cloudy,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-22,19.9,15.9,26.1,59.5,14.4,0.0,Partially cloudy,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-23,18.8,16.9,22.8,64.6,14.0,0.0,Overcast,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-24,20.0,16.2,25.8,58.0,17.6,0.0,Overcast,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-25,20.6,16.8,26.0,60.2,17.6,0.0,Overcast,20673,40.96666666666667,
3,Hyderabad,Shamshabad,2025-11-26,20.8,17.0,26.4,52.5,22.3,0.0,Overcast,20673,40.96666666666667,
1,Hyderabad,HITEC City,2025-11-12,22.3,18.0,28.8,53.8,20.5,0.0,Clear,15443,32.0,
1,Hyderabad,HITEC City,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,15443,32.0,
1,Hyderabad,HITEC City,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,15443,32.0,
1,Hyderabad,HITEC City,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,15443,32.0,
1,Hyderabad,HITEC City,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,15443,32.0,
1,Hyderabad,HITEC City,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,15443,32.0,
1,Hyderabad,HITEC City,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,15443,32.0,
1,Hyderabad,HITEC City,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,15443,32.0,
1,Hyderabad,HITEC City,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,15443,32.0,
1,Hyderabad,HITEC City,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,15443,32.0,
2,Hyderabad,HITEC City,2025-11-12,22.3,18.0,28.8,53.8,20.5,0.0,Clear,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,15443,32.166666666666664,
2,Hyderabad,HITEC City,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-12,22.3,18.0,28.8,53.8,20.5,0.0,Clear,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,15443,32.166666666666664,
3,Hyderabad,HITEC City,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,15443,32.166666666666664,
1,Hyderabad,Secunderabad,2025-11-12,22.4,18.0,28.9,53.7,20.5,0.0,Clear,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,7966,17.983333333333334,
1,Hyderabad,Secunderabad,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-12,22.4,18.0,28.9,53.7,20.5,0.0,Clear,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,7966,17.983333333333334,
2,Hyderabad,Secunderabad,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-12,22.4,18.0,28.9,53.7,20.5,0.0,Clear,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-13,20.6,16.4,26.3,51.1,12.2,0.0,Clear,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-14,20.1,15.4,26.1,52.2,12.2,0.0,Clear,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-15,20.1,15.5,25.8,54.7,11.9,0.0,Clear,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-16,19.9,15.6,25.6,55.8,14.0,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-17,19.8,15.3,25.7,54.1,13.3,0.0,Clear,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-18,20.1,16.1,25.8,55.1,11.5,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-19,20.9,16.5,26.9,51.8,9.4,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-20,21.3,17.2,27.2,49.3,13.3,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-21,20.8,16.2,27.0,49.8,11.2,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-22,20.9,16.9,26.6,54.2,13.0,0.0,Overcast,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-23,19.6,17.5,23.2,58.4,13.0,0.0,Overcast,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-24,20.6,17.1,25.9,53.7,15.5,0.0,Partially cloudy,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-25,21.0,17.2,26.1,56.7,16.2,0.0,Overcast,7966,17.983333333333334,
3,Hyderabad,Secunderabad,2025-11-26,21.1,17.5,26.2,49.6,21.2,0.0,Overcast,7966,17.983333333333334,
